name,class
肾细胞癌,百种常见病
胃炎,百种常见病
胃癌,百种常见病
胆囊炎,百种常见病
胆管癌,百种常见病
胰腺癌,百种常见病
脑炎,百种常见病
腹主动脉瘤,百种常见病
腹泻病,百种常见病
膀胱癌,百种常见病
自身免疫性肝炎,百种常见病
血吸虫病,百种常见病
转移性乳腺癌,百种常见病
部位未特指的消化性溃疡,百种常见病
铅中毒,百种常见病
阿尔茨海默病,百种常见病
非小细胞肺癌,百种常见病
食物中毒,百种常见病
食管癌,百种常见病
骨关节炎,百种常见病
高血压急症,百种常见病
鳞状细胞癌,百种常见病
麻疹感染,百种常见病
麻风病,百种常见病
13 -三体综合征,儿科常见病
18-三体综合征,儿科常见病
Bartter综合征,儿科常见病
B族链球菌感染,儿科常见病
DiGeorge综合征,儿科常见病
EB病毒感染,儿科常见病
IgA肾病,儿科常见病
Kartagener综合征,儿科常见病
L型菌肺炎,儿科常见病
QT间期延长综合征,儿科常见病
Q热,儿科常见病
Turner综合征,儿科常见病
T细胞淋巴瘤,儿科常见病
三尖瓣闭锁,儿科常见病
上消化道出血,儿科常见病
上皮样肉瘤,儿科常见病
中枢神经系统慢感染,儿科常见病
中枢神经系统肿瘤室管膜瘤,儿科常见病
中枢神经系统肿瘤髓母细胞瘤,儿科常见病
主动脉弓异常,儿科常见病
乙型肝炎,儿科常见病
乙型肝炎病毒相关性肾炎,儿科常见病
乳糜胸,儿科常见病
产时出血,儿科常见病
人粒细胞无形体病,儿科常见病
休克,儿科常见病
传染性单核细胞增多症,儿科常见病
低磷血症性抗维生素D佝偻病,儿科常见病
佝偻病,儿科常见病
假丝酵母菌病,儿科常见病
偏头痛,儿科常见病
儿童先天性动脉导管未闭,儿科常见病
儿童孤独症,儿科常见病
儿童糖尿病,儿科常见病
充血性心力衰竭,儿科常见病
先天性二尖瓣关闭不全,儿科常见病
先天性代谢缺陷,儿科常见病
先天性巨结肠,儿科常见病
先天性弓形虫感染,儿科常见病
先天性梅毒,儿科常见病
先天性甲状腺功能减退症,儿科常见病
先天性睾丸发育不全综合征,儿科常见病
先天性肌营养不良,儿科常见病
先天性肥厚性幽门狭窄,儿科常见病
先天性肺囊肿,儿科常见病
先天性肺淋巴管扩张症,儿科常见病
先天性肾上腺皮质增生症,儿科常见病
先天性肾病综合征,儿科常见病
先天性肾盂输尿管连接部梗阻,儿科常见病
先天性膈疝,儿科常见病
克-雅病,儿科常见病
免疫性溶血性贫血,儿科常见病
免疫缺陷病,儿科常见病
内脏反位右位心,儿科常见病
再生障碍性贫血,儿科常见病
军团病,儿科常见病
冠状动脉异常,儿科常见病
出生后感染性肺炎,儿科常见病
创伤后应激障碍,儿科常见病
功能性消化不良,儿科常见病
加速性交界性异位性心动过速室上性心动过速,儿科常见病
单心室,儿科常见病
单纯疱疹感染,儿科常见病
卡氏肺孢子虫肺炎,儿科常见病
厌氧菌肺炎,儿科常见病
原发性肾病综合征,儿科常见病
原发性膀胱输尿管反流,儿科常见病
原发性蛛网膜下腔出血,儿科常见病
发热待查,儿科常见病
口炎,儿科常见病
右心室双出口,儿科常见病
吉兰-巴雷综合征,儿科常见病
吸入性肺炎,儿科常见病
周围肺动脉狭窄,儿科常见病
周期性呕吐综合征,儿科常见病
呼吸性碱中毒,儿科常见病
咬指甲,儿科常见病
咽峡炎,儿科常见病
咽旁脓肿,儿科常见病
品行障碍,儿科常见病
哮喘,儿科常见病
哮喘性支气管炎,儿科常见病
噬血细胞性淋巴组织细胞增生症,儿科常见病
囊性纤维化,儿科常见病
囊性腺瘤样畸形,儿科常见病
囊状淋巴管瘤,儿科常见病
地中海 贫血,儿科常见病
地方性甲状腺肿,儿科常见病
大动脉炎,儿科常见病
头颅血肿,儿科常见病
婴儿指（趾）纤维瘤病,儿科常见病
婴儿猝死综合征,儿科常见病
婴儿胆汁淤积症,儿科常见病
婴儿血管外皮细胞瘤,儿科常见病
完全性大动脉换位,儿科常见病
室性心动过速,儿科常见病
室间隔完整型肺动脉闭锁,儿科常见病
室间隔缺损,儿科常见病
寄生虫病,儿科常见病
小儿变应性亚败血症综合征,儿科常见病
小儿头痛,儿科常见病
小儿惊厥,儿科常见病
小儿炎症性肠病,儿科常见病
小儿纤维组织增生症幼年性纤维瘤病,儿科常见病
小儿继发性免疫性血小板减少性紫癜,儿科常见病
小儿腹泻病,儿科常见病
小儿艾滋病,儿科常见病
小儿非霍奇金淋巴瘤,儿科常见病
小儿骨肉瘤,儿科常见病
小脑出血,儿科常见病
尤因肉瘤,儿科常见病
尿崩症,儿科常见病
尿道上裂,儿科常见病
尿道下裂,儿科常见病
屏气发作,儿科常见病
川崎病,儿科常见病
巨细胞病毒感染,儿科常见病
巨输尿管,儿科常见病
幕上高度恶性胶质瘤,儿科常见病
平滑肌肉瘤,儿科常见病
幼儿急疹,儿科常见病
幼年型皮肌炎,儿科常见病
幼年强直性脊柱炎,儿科常见病
幽门螺杆菌感染,儿科常见病
广泛性焦虑障碍,儿科常见病
弓形虫病,儿科常见病
弥漫性淋巴管瘤,儿科常见病
心内膜弹力纤维增生症,儿科常见病
心室颤动,儿科常见病
心律失常,儿科常见病
心房扑动,儿科常见病
心肌炎,儿科常见病
心肌病,儿科常见病
急性上呼吸道感染,儿科常见病
急性中毒,儿科常见病
急性会厌炎,儿科常见病
急性咽炎,儿科常见病
急性感染性喉炎,儿科常见病
急性支气管炎,儿科常见病
急性淋巴细胞白血病,儿科常见病
急性粟粒性肺结核,儿科常见病
急性肝功能衰竭,儿科常见病
急性肾小球肾炎,儿科常见病
急性肾衰竭,儿科常见病
急性髓性白血病,儿科常见病
性早熟,儿科常见病
恐怖症,儿科常见病
恙虫病,儿科常见病
恶性神经鞘瘤,儿科常见病
恶性纤维组织细胞瘤,儿科常见病
恶性间叶瘤,儿科常见病
恶性间皮瘤,儿科常见病
惊厥,儿科常见病
惊恐障碍,儿科常见病
感染性心内膜炎,儿科常见病
感染性肺炎,儿科常见病
慢性心房颤动,儿科常见病
慢性肾炎,儿科常见病
慢性胃炎,儿科常见病
慢性胰腺炎,儿科常见病
房室传导阻滞,儿科常见病
房室间隔缺损,儿科常见病
房间隔缺损,儿科常见病
扁桃体周围脓肿,儿科常见病
手足口病,儿科常见病
抽动-秽语综合征,儿科常见病
抽动障碍,儿科常见病
支原体肺炎,儿科常见病
支气管扩张,儿科常见病
支气管炎,儿科常见病
支气管肺炎,儿科常见病
放线菌病,儿科常见病
斯特奇-韦伯综合征,儿科常见病
新生儿低血糖症与高血糖症,儿科常见病
新生儿低钙血症,儿科常见病
新生儿出血症,儿科常见病
新生儿同种免疫性血小板减少性紫癜,儿科常见病
新生儿呕吐,儿科常见病
新生儿呼吸窘迫综合征,儿科常见病
新生儿坏死性小肠结肠炎,儿科常见病
新生儿寒冷损伤综合征,儿科常见病
新生儿感染性肺炎,儿科常见病
新生儿持续性肺动脉高压,儿科常见病
新生儿流行性腹泻,儿科常见病
新生儿溶血病,儿科常见病
新生儿破伤风,儿科常见病
新生儿窒息,儿科常见病
新生儿缺氧缺血性脑病,儿科常见病
新生儿肾积水,儿科常见病
新生儿衣原体感染,儿科常见病
新生儿败血症,儿科常见病
新生儿颅内出血,儿科常见病
新生儿高血糖,儿科常见病
新生儿黄疸,儿科常见病
无菌性脑膜炎,儿科常见病
早产儿脑白质损伤,儿科常见病
早搏,儿科常见病
普通感冒,儿科常见病
曲霉病,儿科常见病
曲霉菌病,儿科常见病
朗格汉斯细胞组织细胞增生症,儿科常见病
期前收缩,儿科常见病
松果体区肿瘤,儿科常见病
梦魇,儿科常见病
毒蛇咬伤,儿科常见病
毛细支气管炎,儿科常见病
毛细血管瘤,儿科常见病
气管和支气管异物,儿科常见病
气管食管瘘,儿科常见病
气道异物,儿科常见病
水痘,儿科常见病
永存动脉干,儿科常见病
沙门菌肺炎,儿科常见病
泌尿道感染,儿科常见病
法洛四联症,儿科常见病
流感嗜血杆菌肺炎,儿科常见病
流行性感冒,儿科常见病
流行性腮腺炎,儿科常见病
海绵状淋巴管瘤,儿科常见病
消化性溃疡,儿科常见病
淋巴管瘤,儿科常见病
淋巴管肉瘤,儿科常见病
混合性结缔组织病,儿科常见病
淹溺,儿科常见病
渗出性胸膜炎,儿科常见病
溶血尿毒综合征,儿科常见病
溶血性贫血,儿科常见病
滑膜肉瘤,儿科常见病
潜伏结核感染,儿科常见病
炎症性肠病,儿科常见病
烧伤与烫伤,儿科常见病
焦虑障碍,儿科常见病
爽身粉吸入,儿科常见病
特发性弥漫性肺间质纤维化,儿科常见病
特发性肺含铁血黄素沉着症,儿科常见病
特发性高钙尿症,儿科常见病
犬咬伤,儿科常见病
狼疮肾炎,儿科常见病
猫叫综合征,儿科常见病
瑞氏综合征,儿科常见病
生殖细胞性肿瘤,儿科常见病
生理性贫血,儿科常见病
生理性黄疸,儿科常见病
生长激素缺乏症,儿科常见病
甲基丙二酸血症,儿科常见病
甲状旁腺功能亢进症,儿科常见病
疟疾感染,儿科常见病
疱疹性口腔炎,儿科常见病
病因继发性免疫缺陷病,儿科常见病
病态窦房结综合征,儿科常见病
病毒性心肌炎,儿科常见病
病毒性肺炎,儿科常见病
病毒性脑炎,儿科常见病
病毒性脑膜炎,儿科常见病
癫痫持续状态,儿科常见病
白血病,儿科常见病
百日咳肺炎,儿科常见病
真菌性肺炎,儿科常见病
真菌感染性疾病,儿科常见病
眼-脑-肾综合征,儿科常见病
睡眠障碍,儿科常见病
睾丸鞘膜积液,儿科常见病
硬皮病,儿科常见病
碘缺乏症,儿科常见病
磨牙症,儿科常见病
社交恐怖,儿科常见病
神经母细胞瘤,儿科常见病
神经源性膀胱,儿科常见病
神经皮肤综合征,儿科常见病
神经管畸形,儿科常见病
窦性心律失常,儿科常见病
立克次体病,儿科常见病
糖原贮积症,儿科常见病
糖尿病,儿科常见病
系统性红斑狼疮,儿科常见病
紧张型头痛,儿科常见病
细菌性肺炎,儿科常见病
细菌性脑膜炎,儿科常见病
结核性脑膜炎,儿科常见病
维生素A缺乏症,儿科常见病
维生素A过多症,儿科常见病
维生素K缺乏症,儿科常见病
缺铁性贫血,儿科常见病
缺陷多动障碍,儿科常见病
肝豆状核变性,儿科常见病
肠套叠,儿科常见病
肠旋转不良,儿科常见病
肢带型肌营养不良,儿科常见病
肥厚型心肌病,儿科常见病
肺动脉吊带,儿科常见病
肺动脉瓣下狭窄,儿科常见病
肺动脉瓣狭窄,儿科常见病
肺吸虫病,儿科常见病
肺泡微石症,儿科常见病
肺泡性蛋白沉积症,儿科常见病
肺炎链球菌肺炎,儿科常见病
肺脓肿,儿科常见病
肺隔离症,儿科常见病
肾小球疾病,儿科常见病
肾小球肾炎,儿科常见病
肾小管间质性肾炎,儿科常见病
肾胚胎瘤,儿科常见病
肾血管性高血压,儿科常见病
肾衰竭,儿科常见病
胃炎,儿科常见病
胎粪吸入综合征,儿科常见病
胰腺炎,儿科常见病
胱氨酸尿症,儿科常见病
脂肪肉瘤,儿科常见病
脆性X综合征,儿科常见病
脉络丛乳头状瘤,儿科常见病
脊髓内肿瘤,儿科常见病
脊髓灰质炎,儿科常见病
脐炎,儿科常见病
脐疝,儿科常见病
脐肉芽肿,儿科常见病
脑内积水,儿科常见病
脑干胶质瘤,儿科常见病
脑性瘫痪,儿科常见病
脑炎,儿科常见病
脑脓肿,儿科常见病
脓毒性休克,儿科常见病
脓毒症,儿科常见病
脱屑性间质性肺炎,儿科常见病
腹泻病,儿科常见病
腺样体肥大,儿科常见病
腺泡型软组织肉瘤,儿科常见病
臂丛神经麻痹,儿科常见病
苯丙酮尿症,儿科常见病
范可尼综合征,儿科常见病
药物性肾损害,儿科常见病
营养性巨幼细胞性贫血,儿科常见病
葡萄糖-6-磷酸脱氢酶缺陷症,儿科常见病
蔓状血管瘤,儿科常见病
蛔虫病,儿科常见病
蛲虫病,儿科常见病
融合肾,儿科常见病
血友病,儿科常见病
血吸虫病,儿科常见病
血小板减少性紫癜,儿科常见病
血小板无力症,儿科常见病
血尿,儿科常见病
血管性血友病,儿科常见病
血管炎综合征,儿科常见病
衣原体肺炎,儿科常见病
觉醒性异态睡眠,儿科常见病
赫什朋病,儿科常见病
转移性骨肿瘤,儿科常见病
软组织肉瘤,儿科常见病
输尿管重复畸形,儿科常见病
过敏性口炎,儿科常见病
过敏性紫癫,儿科常见病
进行性肌营养不良,儿科常见病
进行性脊髓性肌萎缩症,儿科常见病
远端肾小管酸中毒,儿科常见病
遗尿,儿科常见病
部分性肺静脉异位连接,儿科常见病
酸碱平衡代谢性碱中毒,儿科常见病
酸碱平衡呼吸性酸中毒,儿科常见病
重症渗出性多形红斑,儿科常见病
重症肌无力,儿科常见病
钙化性筋膜纤维瘤,儿科常见病
钩虫病,儿科常见病
铁缺乏,儿科常见病
锁骨骨折,儿科常见病
锌缺乏,儿科常见病
阵发性室上性心动过速,儿科常见病
阻塞性睡眠呼吸暂停低通气综合症,儿科常见病
阿米巴病,儿科常见病
隐球菌病,儿科常见病
隐睾,儿科常见病
"青紫型先天性心
脏病",儿科常见病
面神经麻痹,儿科常见病
面肩肱型肌营养不良,儿科常见病
颅内出血,儿科常见病
颅内肿瘤,儿科常见病
颅咽管瘤,儿科常见病
颈纤维瘤,儿科常见病
风湿热,儿科常见病
食物和呕吐物吸入,儿科常见病
马蹄肾,儿科常见病
骨髓增生异常综合征,儿科常见病
鹦鹉热衣原体肺炎,儿科常见病
麻疹感染,儿科常见病
黏多糖贮积病,儿科常见病
鼻旁窦炎,儿科常见病
HSPN,其他常见病
Alport综合征,其他常见病
Arnold-Chiari畸形,其他常见病
Austin型幼儿脑硫脂病,其他常见病
A—V综合征,其他常见病
Barrett食管,其他常见病
Bazin硬红斑,其他常见病
C5功能不全综合征,其他常见病
Caroli病,其他常见病
Castleman病,其他常见病
Chediak-Higashi综合征,其他常见病
Criger-Najjar综合征,其他常见病
Fuchs角膜内皮营养不良,其他常见病
GSDⅡ型,其他常见病
GSDⅣ型,其他常见病
HCMV感染,其他常见病
HIV感染,其他常见病
HIV相关呼吸道感染,其他常见病
I型肾小管酸中毒,其他常见病
I型超敏反应性疾病,其他常见病
Kimura病,其他常见病
Klippel-Trenaunay综合征,其他常见病
Leber遗传性视神经病变,其他常见病
Lennox-Gastaut综合征,其他常见病
Loffler综合征,其他常见病
MP肺炎,其他常见病
Mallory-Weiss综合征,其他常见病
Marfan综合征,其他常见病
Marie—Bamberger综合征,其他常见病
McCune-Albright综合征,其他常见病
Milk—Alkali综合征,其他常见病
Mirizzi综合征,其他常见病
Mollaret脑膜炎,其他常见病
Morton跖头痛,其他常见病
Noonan综合征,其他常见病
Pancoast综合征,其他常见病
Poncet综合征,其他常见病
Rh血型不合,其他常见病
Rh血型不合溶血病,其他常见病
SARS的胃肠道感染,其他常见病
Stevens-Johnson综合征,其他常见病
TINU综合征,其他常见病
Theodore上方角膜缘角结膜炎,其他常见病
WPW综合征,其他常见病
Wegner肉芽肿伴发的葡萄膜炎,其他常见病
Whipple病,其他常见病
X联锁鱼鳞病,其他常见病
X连锁无丙种球蛋白血症,其他常见病
Zellweger综合征,其他常见病
hunt综合征,其他常见病
poems综合征,其他常见病
α1抗胰蛋白酶缺乏性肝病,其他常见病
β受体亢进症,其他常见病
一氧化碳中毒,其他常见病
一氧化碳中毒后迟发性脑病,其他常见病
三叉神经痛,其他常见病
三叉神经良性肿瘤,其他常见病
三叉神经营养性损害,其他常见病
三尖瓣狭窄,其他常见病
三尖瓣闭锁不全,其他常见病
三度房室传导阻滞,其他常见病
三期梅毒,其他常见病
上呼吸道感染,其他常见病
上巩膜静脉压升高所致青光眼,其他常见病
上干型胸廓出口综合征,其他常见病
上气道梗阻,其他常见病
上皮样血管内皮细胞瘤,其他常见病
上睑下垂,其他常见病
上腔静脉受压综合征,其他常见病
上颌前突,其他常见病
上颌窦癌,其他常见病
下丘脑综合征,其他常见病
下丘脑错构瘤,其他常见病
下咽癌,其他常见病
下肢动脉硬化闭塞症,其他常见病
下肢深静脉血栓形成,其他常见病
下腰椎不稳症,其他常见病
下颈椎不稳症,其他常见病
下颌第三磨牙冠周炎,其他常见病
下颌骨骨折,其他常见病
不动杆菌感染,其他常见病
不动杆菌肺炎,其他常见病
不动纤毛综合征,其他常见病
不孕症,其他常见病
不安腿综合征,其他常见病
不稳定型心绞痛,其他常见病
不随意运动,其他常见病
丘疹坏死性结核疹,其他常见病
丘脑下部损伤,其他常见病
丙酮酸激酶缺乏,其他常见病
丛集性头痛,其他常见病
严重联合免疫缺陷病,其他常见病
中叶综合征,其他常见病
中心性浆液性脉络膜视网膜病变,其他常见病
中心性渗出性脉络膜视网膜病变,其他常见病
中性粒细胞减少症,其他常见病
中暑,其他常见病
中枢性性早熟,其他常见病
中枢神经系统淋巴瘤,其他常见病
中枢神经系统白血病,其他常见病
中枢神经系统肉芽肿性血管炎,其他常见病
中枢神经细胞瘤,其他常见病
中毒,其他常见病
中毒性休克综合征,其他常见病
中毒性红斑,其他常见病
中老年男子部分性雄激素缺乏综合征,其他常见病
中耳胆脂瘤,其他常见病
中间型,其他常见病
中间葡萄膜炎,其他常见病
中青年脑梗死,其他常见病
中风,其他常见病
中风后遗症,其他常见病
丹毒,其他常见病
主动脉夹层,其他常见病
主动脉瓣狭窄,其他常见病
主动脉瓣病变,其他常见病
主动脉瓣闭锁不全,其他常见病
主动脉瘤,其他常见病
主动脉肠道瘘,其他常见病
乙型肝炎抗原血症,其他常见病
乙型肝炎病毒性关节炎,其他常见病
乙状结肠扭转,其他常见病
书写痉挛,其他常见病
乳头内陷,其他常见病
乳头溢液,其他常见病
乳头状囊腺癌,其他常见病
乳头状汗腺腺瘤,其他常见病
乳头皲裂,其他常见病
乳房单纯囊肿,其他常见病
乳房外湿疹样癌,其他常见病
乳房导管内乳头状瘤,其他常见病
乳房湿疹,其他常见病
乳房结核,其他常见病
乳溢—闭经综合征,其他常见病
乳溢症,其他常见病
乳糜泻,其他常见病
乳糜腹,其他常见病
乳腺囊性增生病,其他常见病
乳腺导管扩张症,其他常见病
乳腺炎,其他常见病
乳腺癌,其他常见病
乳腺纤维腺瘤,其他常见病
乳腺腺病,其他常见病
乳酸酸中毒,其他常见病
二尖瓣、主动脉瓣和三尖瓣的合并疾患,其他常见病
二尖瓣和主动脉瓣的疾患,其他常见病
二尖瓣狭窄,其他常见病
二尖瓣脱垂,其他常见病
二尖瓣闭锁不全,其他常见病
二期梅毒,其他常见病
二氧化氮中毒,其他常见病
二氧化硫中毒,其他常见病
二糖酶缺乏症,其他常见病
亚临床型克汀病,其他常见病
亚临床甲状腺功能亢进,其他常见病
亚急性感染性心内膜炎,其他常见病
亚急性湿疹,其他常见病
亚急性甲状腺炎,其他常见病
亚急性皮肤红斑狼疮,其他常见病
亚急性硬化性全脑炎,其他常见病
亚急性硬膜外血肿,其他常见病
亚急性脊髓联合变性,其他常见病
交感性眼炎,其他常见病
交感神经链综合征,其他常见病
产力异常性难产,其他常见病
产后出血,其他常见病
产后泌尿道感染,其他常见病
产后甲状腺炎,其他常见病
产毒素性大肠杆菌肠炎,其他常见病
产碱杆菌肺炎,其他常见病
产科休克,其他常见病
产科播散性血管内凝血,其他常见病
产褥感染,其他常见病
亨廷顿病性痴呆,其他常见病
人免疫缺陷病毒感染性肾损害,其他常见病
人感染禽流感,其他常见病
人疱疹病毒-6型感染,其他常见病
人类T淋巴细胞病毒感染,其他常见病
人类免疫缺陷病毒所致葡萄膜炎,其他常见病
人群恐惧症,其他常见病
人蛔虫病,其他常见病
"代谢性
酸中毒",其他常见病
代谢性白内障,其他常见病
伏格特—小柳—原田综合征,其他常见病
传染性淋巴细胞增多症,其他常见病
传染性红斑,其他常见病
传染性软疣,其他常见病
伤口肉毒症,其他常见病
伤寒,其他常见病
伤寒性心肌炎,其他常见病
低位肛瘘,其他常见病
低增生性急性白血病,其他常见病
低度恶性胶质瘤,其他常见病
低渗性脱水,其他常见病
低血压,其他常见病
低血糖,其他常见病
低血糖综合征,其他常见病
低钙血症,其他常见病
低钠血症,其他常见病
低钾血症,其他常见病
低钾血症肾病,其他常见病
低镁血症,其他常见病
体癣,其他常见病
侧脑室肿瘤,其他常见病
侵袭性大肠杆菌肠炎,其他常见病
便秘,其他常见病
倾倒综合征,其他常见病
假单胞菌感染,其他常见病
假性醛固酮增多症,其他常见病
假膜性肠炎,其他常见病
偏执狂,其他常见病
僵人综合征,其他常见病
儿童乙型病毒性肝炎,其他常见病
儿童先天性肺动脉瓣狭窄,其他常见病
儿童原发性肾病综合征,其他常见病
儿童大动脉炎,其他常见病
儿童室间隔缺损,其他常见病
儿童急进性肾小球肾炎,其他常见病
儿童恶性肿瘤,其他常见病
儿童慢性肾衰竭,其他常见病
儿童房间隔缺损,其他常见病
儿童期哮喘,其他常见病
儿童混合性结缔组织病,其他常见病
儿童特发性高钙尿症,其他常见病
儿童精神分裂症,其他常见病
儿童肾静脉血栓形成,其他常见病
儿童高血压,其他常见病
儿童鼻窦炎,其他常见病
先天性二尖瓣畸形,其他常见病
先天性冠状动脉瘘,其他常见病
先天性副肌强直症,其他常见病
先天性十二指肠闭锁,其他常见病
先天性喉喘鸣,其他常见病
先天性喉蹼,其他常见病
先天性多囊肾,其他常见病
先天性小肠闭锁和肠狭窄,其他常见病
先天性巨输尿管,其他常见病
先天性幽门肥厚性狭窄,其他常见病
先天性弓形虫病,其他常见病
先天性心包缺如或缺损,其他常见病
先天性心脏病,其他常见病
先天性性联无γ-球蛋白血症,其他常见病
先天性感染,其他常见病
先天性无虹膜,其他常见病
先天性无转铁蛋白血症,其他常见病
先天性梅毒性肝硬化,其他常见病
先天性畸形,其他常见病
先天性白内障,其他常见病
先天性白血病,其他常见病
先天性眼球震颤,其他常见病
先天性纯红细胞再生障碍性贫血,其他常见病
先天性结肠狭窄和闭锁,其他常见病
先天性肌强直,其他常见病
先天性肌性斜颈,其他常见病
先天性肛门直肠畸形,其他常见病
先天性肝囊肿,其他常见病
先天性肝纤维化,其他常见病
先天性肠旋转不良,其他常见病
先天性肠闭锁,其他常见病
先天性肺动静脉瘘,其他常见病
先天性肺发育不全,其他常见病
先天性肺叶气肿,其他常见病
先天性胃出口梗阻,其他常见病
先天性胃壁肌层缺损,其他常见病
先天性胆管囊状扩张,其他常见病
先天性胫骨假关节,其他常见病
先天性胸腹裂孔疝,其他常见病
先天性脑积水,其他常见病
先天性腹壁肌肉发育不良,其他常见病
先天性膀胱颈挛缩,其他常见病
先天性膝关节脱位,其他常见病
先天性视网膜劈裂症,其他常见病
先天性静脉畸形肢体肥大综合征,其他常见病
先天性风疹综合征,其他常见病
先天性食管狭窄,其他常见病
先天性食管闭锁,其他常见病
先天性马蹄内翻足,其他常见病
光化性角化病,其他常见病
光气中毒,其他常见病
光泽苔藓,其他常见病
光线性弹力纤维病,其他常见病
克山病,其他常见病
克拉伯病,其他常见病
克罗伊茨费尔特-雅各布病性痴呆,其他常见病
克罗恩病,其他常见病
克罗恩病关节炎,其他常见病
克里米亚—刚果出血热,其他常见病
克雷白杆菌属感染,其他常见病
免疫抑制药和抗癌药中毒性肾病,其他常见病
免疫缺陷性肺炎,其他常见病
兔热病,其他常见病
全身型幼年特发性关节炎,其他常见病
全身黏液性水肿,其他常见病
兰伯特-伊顿综合征,其他常见病
共同性斜视,其他常见病
关节退行性病变,其他常见病
其他弧菌感染,其他常见病
其他晶体性关节病,其他常见病
其他沙门菌感染,其他常见病
其他病毒肺炎,其他常见病
其他类精神活性物质依赖,其他常见病
典型HUS,其他常见病
内分泌失调,其他常见病
内分泌性肌病,其他常见病
内翻性乳头状瘤,其他常见病
内脏利什曼病,其他常见病
内脏动脉慢性闭塞,其他常见病
内脏血吸虫炎,其他常见病
内膜癌,其他常见病
内隐斜,其他常见病
农民肺,其他常见病
农药中毒,其他常见病
农药中毒性肾病,其他常见病
农药中毒所致的精神障碍,其他常见病
冠状动脉异常起源于肺动脉,其他常见病
冠状动脉疾病,其他常见病
冠状动脉瘤,其他常见病
冠状病毒感染,其他常见病
冬季瘙痒症,其他常见病
冬眠瘤,其他常见病
冷抗体型自身免疫性溶血性贫血,其他常见病
冷球蛋白血症,其他常见病
冻伤,其他常见病
出血,其他常见病
出血性大肠杆菌肠炎,其他常见病
出血性疾病,其他常见病
出血性脑梗死,其他常见病
出血性输卵管炎,其他常见病
分水岭区脑梗死,其他常见病
分离性垂直偏斜,其他常见病
分裂情感性障碍,其他常见病
创伤性休克,其他常见病
创伤性关节炎,其他常见病
创伤性口炎,其他常见病
创伤性急性硬脑膜下血肿,其他常见病
创伤性气管及主支气管损伤,其他常见病
创伤性气胸,其他常见病
创伤性溃疡,其他常见病
创伤性窒息,其他常见病
创伤性膈疝,其他常见病
创伤性血胸,其他常见病
创伤性闭合性硬膜外血肿,其他常见病
创伤性骨化性肌炎,其他常见病
创伤窒息综合征,其他常见病
利什曼病,其他常见病
利斯特菌脑膜炎,其他常见病
前列腺囊肿,其他常见病
前列腺增生,其他常见病
前列腺炎,其他常见病
前列腺疾病,其他常见病
前列腺肉瘤,其他常见病
前十字韧带损伤,其他常见病
前庭大腺囊肿,其他常见病
前庭大腺炎,其他常见病
前庭大腺癌,其他常见病
前庭神经元炎,其他常见病
前房积血与青光眼,其他常见病
前景横纹肌肉瘤,其他常见病
剥脱性皮炎型药疹,其他常见病
剥脱性骨软骨炎,其他常见病
剥脱综合征,其他常见病
副伤寒,其他常见病
副流行性感冒,其他常见病
副神经损伤,其他常见病
